"DEP,C,3","NCCENR,C,70","NCCCT,C,70"
25,Saint-Juan,Baume-les-Dames
25,Saint-Julien-lŠs-Montb‚liard,Montb‚liard-Ouest
25,Saint-Julien-lŠs-Russey,Russey
25,Sainte-Marie,Montb‚liard-Ouest
25,Saint-Maurice-Colombier,Isle-sur-le-Doubs
25,Saint-Point-Lac,Pontarlier
25,Sainte-Suzanne,Montb‚liard-Ouest
25,Saint-Vit,BoussiŠres
25,Samson,Quingey
25,Sancey-le-Grand,Clerval
25,Sancey-le-Long,Clerval
25,Santoche,Clerval
25,Sa“ne,Besan‡on-Sud
25,Saraz,Amancey
25,Sarrageois,Mouthe
25,Saules,Ornans
25,Sauvagney,Audeux
25,Scey-MaisiŠres,Ornans
25,S‚chin,Roulans
25,Seloncourt,H‚rimoncourt
25,Semondans,Montb‚liard-Ouest
25,Septfontaines,Levier
25,Serre-les-Sapins,Audeux
25,Servigney,
25,Servin,Baume-les-Dames
25,Silley-Amancey,Amancey
25,Silley-Bl‚fond,Baume-les-Dames
25,Sochaux,Sochaux-Grand-Charmont
25,Solemont,Pont-de-Roide
25,Sombacour,Levier
25,Sommette,Pierrefontaine-les-Varans
25,Soulce-Cernay,Saint-Hippolyte
25,Sourans,Isle-sur-le-Doubs
25,Soye,Isle-sur-le-Doubs
25,Surmont,Clerval
25,Taillecourt,Audincourt
25,Tallans,Rougemont
25,Tallenay,Marchaux
25,Tarcenay,Ornans
25,Thi‚bouhans,MaŒche
25,Thise,Marchaux
25,Thoraise,BoussiŠres
25,Thulay,H‚rimoncourt
25,Thurey-le-Mont,Marchaux
25,Torpes,BoussiŠres
25,Touillon-et-Loutelet,Pontarlier
25,Tour-de-S‡ay,Marchaux
25,Tournans,Rougemont
25,Tournedoz,
25,Tr‚pot,Ornans
25,Tressandans,Rougemont
25,Tr‚villers,MaŒche
25,Trouvans,Rougemont
25,UrtiŠre,MaŒche
25,Uzelle,Rougemont
25,Vaire-Arcier,Marchaux
25,Vaire-le-Petit,Marchaux
25,Vaivre,
25,Valdahon,Vercel-Villedieu-le-Camp
25,Val-de-Roulans,Roulans
25,Valentigney,Valentigney
25,Valentin,
25,Valleroy,Marchaux
25,Valonne,Pont-de-Roide
25,Valoreille,Saint-Hippolyte
25,Vanclans,Vercel-Villedieu-le-Camp
25,Vandoncourt,H‚rimoncourt
25,Vauchamps,Roulans
25,Vaucluse,MaŒche
25,Vauclusotte,MaŒche
25,Vaudrivillers,Baume-les-Dames
25,Vaufrey,Saint-Hippolyte
25,Vaux-et-Chantegrue,Mouthe
25,Vaux-les-Pr‚s,Audeux
25,Velesmes-Essarts,BoussiŠres
25,Vellerot-lŠs-Belvoir,Clerval
25,Vellerot-lŠs-Vercel,Pierrefontaine-les-Varans
25,Vellevans,Clerval
25,Venise,Marchaux
25,Vennans,Roulans
25,Vennes,Pierrefontaine-les-Varans
25,Vercel-Villedieu-le-Camp,Vercel-Villedieu-le-Camp
25,Vergranne,Baume-les-Dames
25,Vermondans,
25,Verne,Baume-les-Dames
25,Vernierfontaine,Vercel-Villedieu-le-Camp
25,Vernois-le-Fol,
25,Vernois-lŠs-Belvoir,Pont-de-Roide
25,Vernoy,Montb‚liard-Ouest
25,VerriŠres-de-Joux,Pontarlier
25,VerriŠres-du-Grosbois,Vercel-Villedieu-le-Camp
25,VŠze,Besan‡on-Sud
25,Vieilley,Marchaux
25,Vi‚thorey,Rougemont
25,Vieux-Charmont,Sochaux-Grand-Charmont
25,Villars-lŠs-Blamont,H‚rimoncourt
25,Villars-Saint-Georges,BoussiŠres
25,Villars-sous-Dampjoux,Pont-de-Roide
25,Villars-sous-cot,Pont-de-Roide
25,Villedieu,Mouthe
25,Ville-du-Pont,MontbenoŒt
25,Villeneuve-d'Amont,Levier
25,Villers-Buzon,Audeux
25,Villers-Chief,Pierrefontaine-les-Varans
25,Villers-Gr‚lot,Roulans
25,Villers-la-Combe,Pierrefontaine-les-Varans
25,Villers-Saint-Martin,Baume-les-Dames
25,Villers-sous-Chalamont,Levier
25,Villers-sous-Montrond,Ornans
25,Voillans,Baume-les-Dames
25,Voires,Ornans
25,Vorges-les-Pins,BoussiŠres
25,Voujeaucourt,Valentigney
25,Vuillafans,Ornans
25,Vuillecin,Pontarlier
25,Vyt-lŠs-Belvoir,Clerval
25,Villedieu-le-Camp,
26,Aix-en-Diois,Die
26,Albon,Saint-Vallier
26,Aleyrac,Dieulefit
26,Alixan,Bourg-de-P‚age
26,Allan,Mont‚limar  2e  Canton
26,Allex,Crest-Nord
26,Ambonil,Loriol-sur-Dr“me
26,Anc“ne,Mont‚limar  1er Canton
26,Andancette,Saint-Vallier
26,Anneyron,Saint-Vallier
26,Aouste-sur-Sye,Crest-Nord
26,Arnayon,Motte-Chalancon
26,Arpavon,Nyons
26,Arth‚monay,Saint-Donat-sur-l'Herbasse
26,Aubenasson,Saillans
26,Aubres,Nyons
26,Aucelon,Luc-en-Diois
26,Aulan,S‚deron
26,Aurel,Saillans
26,R‚para-Auriples,Crest-Sud
26,Autichamp,Crest-Sud
26,Ballons,S‚deron
26,BarbiŠres,Bourg-de-P‚age
26,Barcelonne,Chabeuil
26,Barnave,Luc-en-Diois
26,Barret-de-Lioure,S‚deron
26,Barsac,Die
26,Bathernay,Saint-Donat-sur-l'Herbasse
26,Bƒtie-Cr‚mezin,
26,Bƒtie-des-Fonds,Luc-en-Diois
26,Bƒtie-Rolland,Marsanne
26,Baume-Cornillane,Chabeuil
26,Baume-de-Transit,Saint-Paul-Trois-Chƒteaux
26,Baume-d'Hostun,Bourg-de-P‚age
26,Beaufort-sur-Gervanne,Crest-Nord
26,Beaumont-en-Diois,Luc-en-Diois
26,Beaumont-lŠs-Valence,Portes-lŠs-Valence
26,Beaumont-Monteux,Tain-l'Hermitage
26,Beauregard-Baret,Bourg-de-P‚age
26,BeauriŠres,Luc-en-Diois
26,Beausemblant,Saint-Vallier
26,Beauvallon,Portes-lŠs-Valence
26,Beauvoisin,Buis-les-Baronnies
26,B‚conne,
26,B‚gude-de-Mazenc,Dieulefit
26,Bellecombe-Tarendol,Buis-les-Baronnies
26,Bellegarde-en-Diois,Motte-Chalancon
26,B‚nivay-Ollon,Buis-les-Baronnies
26,B‚sayes,Bourg-de-P‚age
26,B‚signan,Buis-les-Baronnies
26,B‚zaudun-sur-BŒne,Bourdeaux
26,Bonlieu-sur-Roubion,Marsanne
26,Bonneval-en-Diois,
26,Bouchet,Saint-Paul-Trois-Chƒteaux
26,Boulc,Chƒtillon-en-Diois
26,Bourdeaux,Bourdeaux
26,Bourg-de-P‚age,Bourg-de-P‚age
26,Bourg-lŠs-Valence,Bourg-lŠs-Valence
26,Bouvante,Saint-Jean-en-Royans
26,BouviŠres,Bourdeaux
26,Bren,Saint-Donat-sur-l'Herbasse
26,Brette,Motte-Chalancon
26,Buis-les-Baronnies,Buis-les-Baronnies
26,Chabeuil,Chabeuil
26,Chabrillan,Crest-Sud
26,Chaffal,Chabeuil
26,Chalancon,Motte-Chalancon
26,Chalon,Romans-sur-IsŠre  2e  Canton
26,Chamaloc,Die
26,Chamaret,Grignan
26,Chanos-Curson,Tain-l'Hermitage
26,Chantemerle-les-Bl‚s,Tain-l'Hermitage
26,Chantemerle-lŠs-Grignan,Grignan
26,Chapelle-en-Vercors,Chapelle-en-Vercors
26,Charce,R‚muzat
26,Charens,Luc-en-Diois
26,Charmes-sur-l'Herbasse,Saint-Donat-sur-l'Herbasse
26,Charols,Marsanne
26,Charpey,Bourg-de-P‚age
26,Chastel-Arnaud,Saillans
26,Chƒteaudouble,Chabeuil
26,Chƒteauneuf-de-Bordette,Nyons
26,Chƒteauneuf-de-Galaure,Saint-Vallier
26,Chƒteauneuf-sur-IsŠre,Bourg-de-P‚age
26,Chƒteauneuf-du-Rh“ne,Mont‚limar  2e  Canton
26,Chƒtillon-en-Diois,Chƒtillon-en-Diois
26,Chƒtillon-Saint-Jean,Romans-sur-IsŠre  2e  Canton
26,Chatuzange-le-Goubet,Bourg-de-P‚age
26,Chaudebonne,Nyons
26,ChaudiŠre,Saillans
26,Chauvac,R‚muzat
26,Chavannes,Saint-Donat-sur-l'Herbasse
26,Clansayes,Saint-Paul-Trois-Chƒteaux
26,Claveyson,Saint-Vallier
26,Cl‚on-d'Andran,Marsanne
26,Cl‚rieux,Romans-sur-IsŠre  1er Canton
26,Cliousclat,Loriol-sur-Dr“me
26,Cobonne,Crest-Nord
26,Colonzelle,Grignan
26,Combovin,Chabeuil
26,Comps,Dieulefit
26,Condillac,Marsanne
26,Condorcet,Nyons
26,Cornillac,R‚muzat
26,Cornillon-sur-l'Oule,R‚muzat
26,Coucourde,Marsanne
26,Cr‚pol,Romans-sur-IsŠre  2e  Canton
26,Crest,Crest-Nord
26,Crest,Crest-Sud
26,Crest,Canton non pr‚cis‚
26,Creyers,
26,Crozes-Hermitage,Tain-l'Hermitage
26,Crupies,Bourdeaux
26,Curnier,Nyons
26,Die,Die
26,Dieulefit,Dieulefit
26,Divajeu,Crest-Sud
26,DonzŠre,Pierrelatte
26,chevis,Saint-Jean-en-Royans
26,pinouze,Grand-Serre
26,r“me,Tain-l'Hermitage
26,Escoulin,
26,Espeluche,Mont‚limar  2e  Canton
26,Espenel,Saillans
26,Establet,Motte-Chalancon
26,toile-sur-Rh“ne,Portes-lŠs-Valence
26,Eurre,Crest-Nord
26,Eygalayes,S‚deron
26,Eygaliers,Buis-les-Baronnies
26,Eygluy-Escoulin,Saillans
26,Eymeux,Bourg-de-P‚age
26,Eyroles,Nyons
26,Eyzahut,Dieulefit
26,Fare,
26,Fay-le-Clos,Saint-Vallier
26,F‚lines-sur-Rimandoule,Bourdeaux
26,FerrassiŠres,S‚deron
26,Val-Maravel,Luc-en-Diois
26,Francillon-sur-Roubion,Crest-Sud
26,Garde-Adh‚mar,Pierrelatte
26,G‚nissieux,Romans-sur-IsŠre  2e  Canton
26,Geyssans,Romans-sur-IsŠre  1er Canton
26,Gigors-et-Lozeron,Crest-Nord
26,Glandage,Chƒtillon-en-Diois
26,Grand-Serre,Grand-Serre
26,Grane,Crest-Sud
26,Granges-Gontardes,Pierrelatte
26,Grignan,Grignan
26,Gumiane,Motte-Chalancon
26,Hauterives,Grand-Serre
26,Hostun,Bourg-de-P‚age
26,Izon-la-Bruisse,S‚deron
26,Jansac,
26,JonchŠres,Luc-en-Diois
26,Laborel,S‚deron
26,Lachau,S‚deron
26,Lapeyrouse-Mornay,Grand-Serre
26,Larnage,Tain-l'Hermitage
26,Laupie,Marsanne
26,Laux-Montaux,R‚muzat
26,Laval-d'Aix,Die
26,Laveyron,Saint-Vallier
26,Lemps,R‚muzat
26,Lens-Lestang,Grand-Serre
26,L‚oncel,Saint-Jean-en-Royans
26,Lesches-en-Diois,Luc-en-Diois
26,Livron-sur-Dr“me,Loriol-sur-Dr“me
26,Loriol-sur-Dr“me,Loriol-sur-Dr“me
26,Luc-en-Diois,Luc-en-Diois
26,Lus-la-Croix-Haute,Chƒtillon-en-Diois
26,Malataverne,Mont‚limar  2e  Canton
26,Malissard,Chabeuil
26,Manas,Marsanne
26,Manthes,Grand-Serre
26,Marches,Bourg-de-P‚age
26,MargŠs,Saint-Donat-sur-l'Herbasse
26,Marignac-en-Diois,Die
26,Marsanne,Marsanne
26,Marsaz,Saint-Donat-sur-l'Herbasse
26,Menglon,Chƒtillon-en-Diois
26,Mercurol,Tain-l'Hermitage
26,M‚rindol-les-Oliviers,Buis-les-Baronnies
26,M‚vouillon,S‚deron
26,Mirabel-aux-Baronnies,Nyons
26,Mirabel-et-Blacons,Crest-Nord
26,Miribel,Romans-sur-IsŠre  2e  Canton
26,Mirmande,Loriol-sur-Dr“me
26,Miscon,Luc-en-Diois
26,MoliŠres-Glandaz,Die
26,Mollans-sur-OuvŠze,Buis-les-Baronnies
26,Montauban-sur-l'OuvŠze,S‚deron
26,Montaulieu,Nyons
26,Montboucher-sur-Jabron,Mont‚limar  2e  Canton
26,Montbrison,Grignan
26,Montbrun-les-Bains,S‚deron
26,Montchenu,Saint-Donat-sur-l'Herbasse
26,Montclar-sur-Gervanne,Crest-Nord
26,Mont‚l‚ger,Portes-lŠs-Valence
26,Mont‚lier,Chabeuil
26,Mont‚limar,Mont‚limar  1er Canton
26,Mont‚limar,Mont‚limar  2e  Canton
26,Mont‚limar,Canton non pr‚cis‚
26,Montferrand-la-Fare,R‚muzat
26,Montfroc,S‚deron
26,Montguers,S‚deron
26,Montjoux,Dieulefit
26,Montjoyer,Grignan
26,Montlaur-en-Diois,Luc-en-Diois
26,Montmaur-en-Diois,Die
26,Montmeyran,Chabeuil
26,Montmiral,Romans-sur-IsŠre  2e  Canton
26,Montoison,Crest-Nord
26,Montr‚al-les-Sources,R‚muzat
26,Montrigaud,Grand-Serre
26,Monts‚gur-sur-Lauzon,Saint-Paul-Trois-Chƒteaux
26,Montvendre,Chabeuil
26,Moras-en-Valloire,Grand-Serre
26,Mornans,Bourdeaux
26,Motte-Chalancon,Motte-Chalancon
26,Motte-de-Galaure,Saint-Vallier
26,Motte-Fanjas,Saint-Jean-en-Royans
26,Mours-Saint-EusŠbe,Romans-sur-IsŠre  1er Canton
26,Mureils,Saint-Vallier
26,Nyons,Nyons
26,OmblŠze,Crest-Nord
26,Orcinas,Dieulefit
26,Oriol-en-Royans,Saint-Jean-en-Royans
26,Ourches,Crest-Nord
26,Parnans,Romans-sur-IsŠre  2e  Canton
26,PŠgue,Grignan
26,Pelonne,R‚muzat
26,Pennes-le-Sec,Luc-en-Diois
26,Penne-sur-l'OuvŠze,Buis-les-Baronnies
26,Petit-Paris,
26,Peyrins,Romans-sur-IsŠre  1er Canton
26,Peyrus,Chabeuil
26,Pi‚gon,Nyons
26,Pi‚gros-la-Clastre,Crest-Sud
26,Pierrelatte,Pierrelatte
26,Pierrelongue,Buis-les-Baronnies
26,Pilhon,
26,Pilles,Nyons
26,Plaisians,Buis-les-Baronnies
26,Plan-de-Baix,Crest-Nord
26,Po‰t-C‚lard,Bourdeaux
26,Po‰t-en-Percip,Buis-les-Baronnies
26,Po‰t-Laval,Dieulefit
26,Po‰t-Sigillat,R‚muzat
26,Pommerol,R‚muzat
26,Ponet-et-Saint-Auban,Die
26,Ponsas,Saint-Vallier
26,Pontaix,Die
26,Pont-de-Barret,Dieulefit
26,Pont-de-l'IsŠre,Tain-l'Hermitage
26,Portes-en-Valdaine,Mont‚limar  2e  Canton
26,Portes-lŠs-Valence,Portes-lŠs-Valence
26,Poyols,Luc-en-Diois
26,Pradelle,Motte-Chalancon
26,Pr‚s,Luc-en-Diois
26,Propiac,Buis-les-Baronnies
26,Puygiron,Mont‚limar  2e  Canton
26,Puy-Saint-Martin,Crest-Sud
26,RatiŠres,Saint-Vallier
26,Ravel-et-Ferriers,
26,R‚auville,Grignan
26,Recoubeau-Jansac,Luc-en-Diois
26,Reilhanette,S‚deron
26,R‚muzat,R‚muzat
26,R‚para,
26,Rimon-et-Savel,Saillans
26,Rioms,Buis-les-Baronnies
26,Rochebaudin,Dieulefit
26,Rochebrune,Buis-les-Baronnies
26,Rochechinard,Saint-Jean-en-Royans
26,Roche-de-Glun,Tain-l'Hermitage
26,Rochefort-en-Valdaine,Mont‚limar  2e  Canton
26,Rochefort-Samson,Bourg-de-P‚age
26,Rochefourchat,Motte-Chalancon
26,Rochegude,Saint-Paul-Trois-Chƒteaux
26,Roche-Saint-Secret-B‚conne,Dieulefit
26,Roche-sur-Grane,Crest-Sud
26,Roche-sur-le-Buis,Buis-les-Baronnies
26,Rochette-du-Buis,Buis-les-Baronnies
26,Rochette-sur-Crest,
26,Romans-sur-IsŠre,Romans-sur-IsŠre  1er Canton
26,Romans-sur-IsŠre,Romans-sur-IsŠre  2e  Canton
26,Romans-sur-IsŠre,Canton non pr‚cis‚
26,Romeyer,Die
26,Rottier,Motte-Chalancon
26,Roussas,Grignan
26,Rousset-les-Vignes,Grignan
26,Roussieux,R‚muzat
26,Roynac,Marsanne
26,Sahune,R‚muzat
26,Saillans,Saillans
26,Saint-Agnan-en-Vercors,Chapelle-en-Vercors
26,Saint-And‚ol,Die
26,Saint-Auban-sur-l'OuvŠze,Buis-les-Baronnies
26,Saint-Avit,Saint-Vallier
26,Saint-Bardoux,Romans-sur-IsŠre  1er Canton
26,Saint-Barth‚lemy-de-Vals,Saint-Vallier
26,Saint-Benoit-en-Diois,Saillans
26,Saint-Bonnet-de-Valcl‚rieux,Romans-sur-IsŠre  2e  Canton
26,Saint-Christophe-et-le-Laris,Grand-Serre
26,Sainte-Croix,Die
26,Saint-Dizier-en-Diois,Motte-Chalancon
26,Saint-Donat-sur-l'Herbasse,Saint-Donat-sur-l'Herbasse
26,Sainte-Eulalie-en-Royans,Saint-Jean-en-Royans
26,Sainte-Euph‚mie-sur-OuvŠze,Buis-les-Baronnies
26,Saint-Ferr‚ol-Trente-Pas,Nyons
26,Saint-Gervais-sur-Roubion,Marsanne
26,Sainte-Jalle,Nyons
26,Saint-Jean-en-Royans,Saint-Jean-en-Royans
26,Saint-Julien-en-Quint,Die
26,Saint-Julien-en-Vercors,Chapelle-en-Vercors
26,Saint-Laurent-d'Onay,Romans-sur-IsŠre  2e  Canton
26,Saint-Laurent-en-Royans,Saint-Jean-en-Royans
26,Saint-Marcel-lŠs-Sauzet,Marsanne
26,Saint-Marcel-lŠs-Valence,Bourg-lŠs-Valence
26,Saint-Martin-d'Ao–t,Saint-Vallier
26,Saint-Martin-en-Vercors,Chapelle-en-Vercors
26,Saint-Martin-le-Colonel,Saint-Jean-en-Royans
26,Saint-Maurice-sur-Eygues,Nyons
26,Saint-May,R‚muzat
26,Saint-Michel-sur-Savasse,Romans-sur-IsŠre  2e  Canton
26,Saint-Nazaire-en-Royans,Saint-Jean-en-Royans
26,Saint-Nazaire-le-D‚sert,Motte-Chalancon
26,Saint-Pantal‚on-les-Vignes,Grignan
26,Saint-Paul-lŠs-Romans,Romans-sur-IsŠre  2e  Canton
26,Saint-Paul-Trois-Chƒteaux,Saint-Paul-Trois-Chƒteaux
26,Saint-Rambert-d'Albon,Saint-Vallier
26,Saint-Restitut,Saint-Paul-Trois-Chƒteaux
26,Saint-Roman,Chƒtillon-en-Diois
26,Saint-Sauveur-en-Diois,Saillans
26,Saint-Sauveur-Gouvernet,Buis-les-Baronnies
26,Saint-Sorlin-en-Valloire,Grand-Serre
26,Saint-Thomas-en-Royans,Saint-Jean-en-Royans
26,Saint-Uze,Saint-Vallier
26,Saint-Vallier,Saint-Vallier
26,Salettes,Dieulefit
26,Salles-sous-Bois,Grignan
26,Saou,Crest-Sud
26,Saulce-sur-Rh“ne,Loriol-sur-Dr“me
26,Sauzet,Marsanne
26,Savasse,Marsanne
26,S‚deron,S‚deron
26,Serves-sur-Rh“ne,Tain-l'Hermitage
26,Sol‚rieux,Saint-Paul-Trois-Chƒteaux
26,Souspierre,Dieulefit
26,Soyans,Crest-Sud
26,Suze-la-Rousse,Saint-Paul-Trois-Chƒteaux
26,Suze,Crest-Nord
26,Tain-l'Hermitage,Tain-l'Hermitage
26,Taulignan,Grignan
26,Tersanne,Grand-Serre
26,TeyssiŠres,Dieulefit
26,Tonils,Bourdeaux
26,Touche,Mont‚limar  2e  Canton
26,Tourrettes,Marsanne
26,Treschenu-Creyers,Chƒtillon-en-Diois
26,Triors,Romans-sur-IsŠre  2e  Canton
26,Truinas,Bourdeaux
26,Tulette,Saint-Paul-Trois-Chƒteaux
26,Upie,Chabeuil
26,VachŠres-en-Quint,Die
26,Valaurie,Grignan
26,Valdr“me,Luc-en-Diois
26,Valence,Valence  1er Canton
26,Valence,Valence  2e  Canton
26,Valence,Valence  3e  Canton
26,Valence,Valence  4e  Canton
26,Valence,Canton non pr‚cis‚
26,Valouse,Nyons
26,Vassieux-en-Vercors,Chapelle-en-Vercors
26,Vaunaveys-la-Rochette,Crest-Nord
26,Veaunes,Tain-l'Hermitage
26,Venterol,Nyons
26,Vercheny,Saillans
26,Verclause,R‚muzat
26,Vercoiran,Buis-les-Baronnies
26,V‚ronne,Saillans
26,Vers-sur-M‚ouge,S‚deron
26,Vesc,Dieulefit
26,Villebois-les-Pins,S‚deron
26,Villefranche-le-Chƒteau,S‚deron
26,Villeperdrix,R‚muzat
26,Vinsobres,Nyons
26,Volvent,Motte-Chalancon
26,Granges-les-Beaumont,Tain-l'Hermitage
26,Gervans,Tain-l'Hermitage
26,Jaillans,Bourg-de-P‚age
26,Saint-Vincent-la-Commanderie,Bourg-de-P‚age
27,Aclou,Brionne
27,Acon,Nonancourt
27,Acquigny,Louviers-Sud
27,Aigleville,Pacy-sur-Eure
27,Ailly,Gaillon-Campagne
27,Aizier,Quillebeuf-sur-Seine
27,Ajou,Beaumesnil
27,Alizay,Pont-de-l'Arche
27,Ambenay,Rugles
27,Am‚court,Gisors
27,Amfreville-la-Campagne,Amfreville-la-Campagne
27,Amfreville-les-Champs,Fleury-sur-Andelle
27,Amfreville-sous-les-Monts,Fleury-sur-Andelle
27,Amfreville-sur-Iton,Louviers-Sud
27,And‚,Louviers-Nord
27,Andelys,Andelys
27,Angerville-la-Campagne,vreux-Sud
27,Appeville-Annebault,Montfort-sur-Risle
27,ArmentiŠres-sur-Avre,Verneuil-sur-Avre
27,ArniŠres-sur-Iton,vreux-Ouest
27,AsniŠres,Cormeilles
27,Aubevoye,Gaillon
27,Aulnay-sur-Iton,vreux-Ouest
27,Roncenay-Authenay,Damville
27,Autheuil-Authouillet,Gaillon-Campagne
27,Authevernes,Gisors
27,Authieux,Saint-Andr‚-de-l'Eure
27,Authou,Montfort-sur-Risle
27,Authouillet,
27,Auvergny,
27,Aviron,vreux-Nord
27,Avrilly,Damville
27,Bacquepuis,vreux-Nord
27,Bacqueville,Fleury-sur-Andelle
27,Bailleul-la-Vall‚e,Cormeilles
27,Bƒlines,Verneuil-sur-Avre
27,Barc,Beaumont-le-Roger
27,Barils,Verneuil-sur-Avre
27,Barneville-sur-Seine,Routot
27,Barquet,Beaumont-le-Roger
27,Barre-en-Ouche,Beaumesnil
27,Barville,Thiberville
27,Baux-de-Breteuil,Breteuil
27,Baux-Sainte-Croix,vreux-Sud
27,Bazincourt-sur-Epte,Gisors
27,Bazoques,Thiberville
27,Beaubray,Conches-en-Ouche
27,Beauficel-en-Lyons,Lyons-la-Forˆt
27,Beaumesnil,Beaumesnil
27,Beaumontel,Beaumont-le-Roger
27,Beaumont-le-Roger,Beaumont-le-Roger
27,Bec-Hellouin,Brionne
27,Bec-Thomas,Amfreville-la-Campagne
27,B‚m‚court,Breteuil
27,B‚rengeville-la-Campagne,Neubourg
27,Bernay,Bernay-Ouest
27,Bernay,Bernay-Est
27,Bernay,Canton non pr‚cis‚
27,Bernienville,vreux-Nord
27,BerniŠres-sur-Seine,Gaillon-Campagne
27,Bernouville,Gisors
27,Berthenonville,cos
27,Berthouville,Brionne
27,Berville-en-Roumois,Bourgtheroulde-Infreville
27,Berville-la-Campagne,Beaumont-le-Roger
27,Berville-sur-Mer,Beuzeville
27,Beuzeville,Beuzeville
27,B‚zu-la-Forˆt,Lyons-la-Forˆt
27,B‚zu-Saint-loi,Gisors
27,Bois-Anzeray,Rugles
27,Bois-Arnault,Rugles
27,Boisemont,Andelys
27,Bois-Hellain,Cormeilles
27,Bois-J‚r“me-Saint-Ouen,cos
27,Bois-le-Roi,Saint-Andr‚-de-l'Eure
27,Boisney,Brionne
27,Bois-Normand-prŠs-Lyre,Rugles
27,Boisset-les-Pr‚vanches,Pacy-sur-Eure
27,Boissey-le-Chƒtel,Bourgtheroulde-Infreville
27,BoissiŠre,Saint-Andr‚-de-l'Eure
27,Boissy-Lamberville,Thiberville
27,Boissy-sur-Damville,
27,Boncourt,Pacy-sur-Eure
27,Bonneville-sur-Iton,Conches-en-Ouche
27,Bonneville-Aptot,Montfort-sur-Risle
27,Bosc-B‚nard-Commin,Bourgtheroulde-Infreville
27,Bosc-B‚nard-Crescy,Bourgtheroulde-Infreville
27,Boscherville,
27,Bosc-Morel,
27,Bosc-Renoult-en-Ouche,Beaumesnil
27,Bosc-Renoult-en-Roumois,Bourgtheroulde-Infreville
27,Bosc-Roger-en-Roumois,Bourgtheroulde-Infreville
27,Bosgouet,Routot
27,Bosgu‚rard-de-Marcouville,Bourgtheroulde-Infreville
27,Bosnormand,Bourgtheroulde-Infreville
27,Bosquentin,Lyons-la-Forˆt
27,Bosrobert,Brionne
27,Bottereaux,Rugles
27,Bouafles,Andelys
27,Bouchevilliers,Gisors
27,Boulay-Morin,vreux-Nord
27,Boulleville,Beuzeville
27,Bouquelon,Quillebeuf-sur-Seine
27,Bouquetot,Routot
27,Bourg-Achard,Routot
27,Bourg-Beaudouin,Fleury-sur-Andelle
27,Bourgtheroulde-Infreville,Bourgtheroulde-Infreville
27,Bournainville-Faverolles,Thiberville
27,Bourneville,Quillebeuf-sur-Seine
27,Bourth,Verneuil-sur-Avre
27,Bray,Beaumont-le-Roger
27,Brestot,Montfort-sur-Risle
27,Bretagnolles,Saint-Andr‚-de-l'Eure
27,Breteuil,Breteuil
27,Br‚tigny,Brionne
27,Breuilpont,Pacy-sur-Eure
27,Breux-sur-Avre,Nonancourt
27,Brionne,Brionne
27,Broglie,Broglie
27,Brosville,vreux-Nord
27,Bueil,Pacy-sur-Eure
27,Burey,Conches-en-Ouche
27,Bus-Saint-R‚my,cos
27,Cahaignes,cos
27,Caillouet-Orgeville,Pacy-sur-Eure
27,Cailly-sur-Eure,Gaillon-Campagne
27,Calleville,Brionne
27,Campigny,Pont-Audemer
27,Canappeville,Neubourg
27,Cantiers,cos
27,Caorches-Saint-Nicolas,Bernay-Ouest
27,Capelle-les-Grands,Broglie
27,Carsix,Bernay-Est
27,Caug‚,vreux-Ouest
27,Caumont,Routot
27,Cauverville-en-Roumois,Routot
27,Cesseville,Neubourg
27,Chaignes,Pacy-sur-Eure
27,Chaise-Dieu-du-Theil,Rugles
27,Chamblac,Broglie
27,Chambord,Rugles
27,Chambray,Vernon-Nord
27,Champ-Dolent,Conches-en-Ouche
27,Champenard,Gaillon-Campagne
27,Champignolles,Rugles
27,Champigny-la-Futelaye,Saint-Andr‚-de-l'Eure
27,Chanteloup,Damville
27,Chapelle-Bayvel,Cormeilles
27,Chapelle-du-Bois-des-Faulx,vreux-Nord
27,Chapelle-Gauthier,Broglie
27,Chapelle-Hareng,Thiberville
27,Chapelle-R‚anville,Vernon-Nord
27,Charleval,Fleury-sur-Andelle
27,Chƒteau-sur-Epte,cos
27,Chauvincourt-Provemont,tr‚pagny
27,Chavigny-Bailleul,Saint-Andr‚-de-l'Eure
27,Chennebrun,Verneuil-sur-Avre
27,Ch‚ronvilliers,Rugles
27,Chesne,Breteuil
27,Cierrey,Pacy-sur-Eure
27,Cintray,Breteuil
27,CiviŠres,cos
27,Claville,vreux-Ouest
27,Collandres-Quincarnon,Conches-en-Ouche
27,Colletot,Pont-Audemer
27,Combon,Beaumont-le-Roger
27,Conches-en-Ouche,Conches-en-Ouche
27,Cond‚-sur-Iton,Breteuil
27,Cond‚-sur-Risle,Montfort-sur-Risle
27,Connelles,Val-de-Reuil
27,Conteville,Beuzeville
27,Cormeilles,Cormeilles
27,Cormier,Pacy-sur-Eure
27,Corneuil,Damville
27,Corneville-la-FouquetiŠre,Bernay-Est
27,Corneville-sur-Risle,Pont-Audemer
27,Corny,Andelys
27,Coudray,tr‚pagny
27,Coudres,Saint-Andr‚-de-l'Eure
27,Coulonges,
27,Courb‚pine,Bernay-Ouest
27,Courcelles-sur-Seine,Andelys
27,Courdemanche,Nonancourt
27,Courteilles,Verneuil-sur-Avre
27,Couture-Boussey,Saint-Andr‚-de-l'Eure
27,Crasville,Louviers-Sud
27,Crestot,Neubourg
27,Cr‚ton,
