"DEP,C,3","NCCENR,C,70","NCCCT,C,70"
80,Acheux-en-Vimeu,Moyenneville
80,Agenville,Bernaville
80,Agenvillers,Nouvion
80,AgniŠres,
80,Aigneville,Gamaches
80,Ailly-le-Haut-Clocher,Ailly-le-Haut-Clocher
80,Ailly-sur-Noye,Ailly-sur-Noye
80,Ailly-sur-Somme,Picquigny
80,Ainval-Septoutre,
80,Airaines,Molliens-Dreuil
80,Aizecourt-le-Bas,Roisel
80,Aizecourt-le-Haut,P‚ronne
80,Albert,Albert
80,Allaines,P‚ronne
80,Allenay,Ault
80,Allery,Hallencourt
80,Allonville,Amiens  8e  (Nord)
80,Amiens,Amiens  1er (Ouest)
80,Amiens,Amiens  2e  (Nord-Ouest)
80,Amiens,Amiens  3e  (Nord-Est)
80,Amiens,Amiens  4e  (Est)
80,Amiens,Amiens  5e  (Sud-Est)
80,Amiens,Amiens  6e  (Sud)
80,Amiens,Amiens  7e  (Sud-Ouest)
80,Amiens,Amiens  8e  (Nord)
80,Amiens,Canton non pr‚cis‚
80,Andainville,Oisemont
80,Andechy,Montdidier
80,Argoeuves,Amiens  2e  (Nord-Ouest)
80,Argoules,Rue
80,Arguel,Hornoy-le-Bourg
80,Armancourt,Roye
80,ArquŠves,Acheux-en-Ami‚nois
80,Arrest,Saint-Valery-sur-Somme
80,Arry,Rue
80,Arvillers,Moreuil
80,Assainvillers,Montdidier
80,Assevillers,Chaulnes
80,Athies,Ham
80,Aubercourt,Moreuil
80,Aubigny,Corbie
80,Aubvillers,Ailly-sur-Noye
80,Auchonvillers,Albert
80,Ault,Ault
80,Aumƒtre,Oisemont
80,Aumont,Hornoy-le-Bourg
80,Autheux,Bernaville
80,Authie,Acheux-en-Ami‚nois
80,Authieule,Doullens
80,Authuille,Albert
80,Avelesges,Molliens-Dreuil
80,Aveluy,Albert
80,Avesnes-Chaussoy,Oisemont
80,Ayencourt,Montdidier
80,Bacouel-sur-Selle,Conty
80,Bailleul,Hallencourt
80,Baizieux,Corbie
80,Balƒtre,Roye
80,Barleux,P‚ronne
80,Barly,Bernaville
80,Bavelincourt,Villers-Bocage
80,Bayencourt,Acheux-en-Ami‚nois
80,Bayonvillers,RosiŠres-en-Santerre
80,Bazentin,Albert
80,B‚alcourt,Bernaville
80,Beaucamps-le-Jeune,Hornoy-le-Bourg
80,Beaucamps-le-Vieux,Hornoy-le-Bourg
80,Beauchamps,Gamaches
80,Beaucourt-en-Santerre,Moreuil
80,Beaucourt-sur-l'Ancre,Albert
80,Beaucourt-sur-l'Hallue,Villers-Bocage
80,Beaufort-en-Santerre,RosiŠres-en-Santerre
80,Beaumetz,Bernaville
80,Beaumont-Hamel,Albert
80,Beauquesne,Doullens
80,Beauval,Doullens
80,Beauvoir-RiviŠre,
80,B‚cordel-B‚court,Albert
80,Becquigny,Montdidier
80,Becquincourt,
80,B‚hen,Moyenneville
80,B‚hencourt,Villers-Bocage
80,Bellancourt,Abbeville-Nord
80,Belleuse,Conty
80,Belloy-en-Santerre,Chaulnes
80,Belloy-Saint-L‚onard,Hornoy-le-Bourg
80,Belloy-sur-Somme,Picquigny
80,Bergicourt,Poix-de-Picardie
80,Bermesnil,Oisemont
80,Bernƒtre,Bernaville
80,Bernaville,Bernaville
80,Bernay-en-Ponthieu,Rue
80,Bernes,Roisel
80,Berneuil,Domart-en-Ponthieu
80,Berny-en-Santerre,Chaulnes
80,Berny-sur-Noye,
80,Bertangles,Villers-Bocage
80,Berteaucourt-les-Dames,Domart-en-Ponthieu
80,Berteaucourt-lŠs-Thennes,Moreuil
80,Bertrancourt,Acheux-en-Ami‚nois
80,B‚thencourt-sur-Mer,Ault
80,B‚thencourt-sur-Somme,Nesle
80,Bettembos,Poix-de-Picardie
80,Bettencourt-RiviŠre,Molliens-Dreuil
80,Bettencourt-Saint-Ouen,Picquigny
80,Beuvraignes,Roye
80,Biaches,P‚ronne
80,Biarre,Roye
80,Biencourt,Gamaches
80,Billancourt,Roye
80,Blangy-sous-Poix,Poix-de-Picardie
80,Blangy-Tronville,Boves
80,Boisbergues,Bernaville
80,Boisle,Cr‚cy-en-Ponthieu
80,Boismont,Saint-Valery-sur-Somme
80,Boisrault,
80,Bonnay,Corbie
80,Bonneville,Domart-en-Ponthieu
80,Bosquel,Conty
80,Bouchavesnes-Bergen,P‚ronne
80,Bouchoir,RosiŠres-en-Santerre
80,Bouchon,Picquigny
80,Boufflers,Cr‚cy-en-Ponthieu
80,Bougainville,Molliens-Dreuil
80,Bouillancourt-en-S‚ry,Gamaches
80,Bouillancourt-la-Bataille,Montdidier
80,Bouquemaison,Doullens
80,Bourdon,Picquigny
80,Bourseville,Friville-Escarbotin
80,Boussicourt,Montdidier
80,Bouttencourt,Gamaches
80,Bouvaincourt-sur-Bresle,Gamaches
80,Bouvincourt-en-Vermandois,P‚ronne
80,Bouzincourt,Albert
80,Bovelles,Molliens-Dreuil
80,Boves,Boves
80,Braches,Moreuil
80,Brailly-Cornehotte,Cr‚cy-en-Ponthieu
80,Brassy,Conty
80,Bray-lŠs-Mareuil,Abbeville-Sud
80,Bray-sur-Somme,Bray-sur-Somme
80,Breilly,Picquigny
80,Bresle,Corbie
80,Breuil,Roye
80,Br‚villers,Doullens
80,Brie,P‚ronne
80,Briquemesnil-Floxicourt,Molliens-Dreuil
80,Brocourt,Hornoy-le-Bourg
80,Brouchy,Ham
80,Brucamps,Ailly-le-Haut-Clocher
80,Brutelles,Saint-Valery-sur-Somme
80,Buigny-l'Abb‚,Ailly-le-Haut-Clocher
80,Buigny-lŠs-Gamaches,Gamaches
80,Buigny-Saint-Maclou,Nouvion
80,Buire-Courcelles,P‚ronne
80,Buire-sur-l'Ancre,Albert
80,Bus-la-M‚siŠre,Montdidier
80,Bus-lŠs-Artois,Acheux-en-Ami‚nois
80,Bussu,P‚ronne
80,Bussus-Bussuel,Ailly-le-Haut-Clocher
80,Bussy-lŠs-Daours,Corbie
80,Bussy-lŠs-Poix,Poix-de-Picardie
80,Buverchy,Nesle
80,Cachy,Boves
80,Cagny,Amiens  5e  (Sud-Est)
80,Cahon,Moyenneville
80,Caix,RosiŠres-en-Santerre
80,Cambron,Abbeville-Sud
80,Camon,Amiens  4e  (Est)
80,Camps-en-Ami‚nois,Molliens-Dreuil
80,Canaples,Domart-en-Ponthieu
80,Canchy,Nouvion
80,Candas,Bernaville
80,CannessiŠres,Oisemont
80,Cantigny,Montdidier
80,Caours,Abbeville-Nord
80,Cappy,Bray-sur-Somme
80,Cardonnette,Villers-Bocage
80,Cardonnois,Montdidier
80,Carnoy,Combles
80,Carr‚puis,Roye
80,Cartigny,P‚ronne
80,Castel,
80,CauliŠres,Poix-de-Picardie
80,Cavillon,Picquigny
80,Cayeux-en-Santerre,Moreuil
80,Cayeux-sur-Mer,Saint-Valery-sur-Somme
80,Cerisy-Buleux,Gamaches
80,Cerisy,Bray-sur-Somme
80,Champien,Roye
80,Chaulnes,Chaulnes
80,Chauss‚e-Tirancourt,Picquigny
80,Chaussoy-Epagny,Ailly-sur-Noye
80,Chavatte,RosiŠres-en-Santerre
80,Ch‚py,Moyenneville
80,Chilly,RosiŠres-en-Santerre
80,Chipilly,Bray-sur-Somme
80,Chirmont,Ailly-sur-Noye
80,Chuignes,Chaulnes
80,Chuignolles,Bray-sur-Somme
80,Citerne,Hallencourt
80,Cizancourt,Nesle
80,Clairy-Saulchoix,Molliens-Dreuil
80,Cl‚ry-sur-Somme,P‚ronne
80,Cocquerel,Ailly-le-Haut-Clocher
80,Coigneux,Acheux-en-Ami‚nois
80,Coisy,Villers-Bocage
80,Colincamps,Acheux-en-Ami‚nois
80,Combles,Combles
80,Cond‚-Folie,Picquigny
80,Contalmaison,Albert
80,Contay,Villers-Bocage
80,Conteville,Cr‚cy-en-Ponthieu
80,Contoire,Moreuil
80,Contre,Conty
80,Conty,Conty
80,Corbie,Corbie
80,Cottenchy,Boves
80,Coullemelle,Ailly-sur-Noye
80,Coulonvillers,Ailly-le-Haut-Clocher
80,Courcelette,Albert
80,Courcelles-au-Bois,Acheux-en-Ami‚nois
80,Courcelles-sous-Moyencourt,Poix-de-Picardie
80,Courcelles-sous-Thoix,Conty
80,Courtemanche,Montdidier
80,Cramont,Ailly-le-Haut-Clocher
80,Cr‚cy-en-Ponthieu,Cr‚cy-en-Ponthieu
80,Cr‚mery,Roye
80,Cressy-Omencourt,Roye
80,Creuse,Molliens-Dreuil
80,Croix-Moligneaux,Ham
80,Croixrault,Poix-de-Picardie
80,Crotoy,Rue
80,Crouy-Saint-Pierre,Picquigny
80,Curchy,Roye
80,Curlu,Combles
80,Damery,Roye
80,Dancourt-Popincourt,Roye
80,Daours,Corbie
80,Dargnies,Gamaches
80,Davenescourt,Montdidier
80,D‚muin,Moreuil
80,Dernancourt,Albert
80,Devise,Ham
80,Doingt,P‚ronne
80,Domart-en-Ponthieu,Domart-en-Ponthieu
80,Domart-sur-la-Luce,Moreuil
80,Domesmont,Bernaville
80,Dominois,Cr‚cy-en-Ponthieu
80,Doml‚ger-Longvillers,Cr‚cy-en-Ponthieu
80,Dommartin,Boves
80,Dompierre-Becquincourt,Chaulnes
80,Dompierre-sur-Authie,Cr‚cy-en-Ponthieu
80,Domqueur,Ailly-le-Haut-Clocher
80,Domvast,Nouvion
80,Doudelainville,Hallencourt
80,Douilly,Ham
80,Doullens,Doullens
80,Dreslincourt,
80,Dreuil-Hamel,
80,Dreuil-lŠs-Amiens,Amiens  1er (Ouest)
80,Dreuil-lŠs-Molliens,
80,Driencourt,Roisel
80,Dromesnil,Hornoy-le-Bourg
80,Drucat,Abbeville-Nord
80,Dury,Boves
80,Eaucourt-sur-Somme,Abbeville-Sud
80,chelle-Saint-Aurin,Roye
80,clusier-Vaux,Bray-sur-Somme
80,Embreville,Gamaches
80,Englebelmer,Acheux-en-Ami‚nois
80,Ennemain,Ham
80,pagne-pagnette,Abbeville-Sud
80,paumesnil,Oisemont
80,p‚camps,Bernaville
80,pehy,Roisel
80,p‚nancourt,Nesle
80,plessier,Poix-de-Picardie
80,Eppeville,Ham
80,quancourt,Combles
80,quennes-ramecourt,Poix-de-Picardie
80,ramecourt,
80,Erches,Montdidier
80,Ercheu,Roye
80,Ercourt,Moyenneville
80,Ergnies,Ailly-le-Haut-Clocher
80,rondelle,Hallencourt
80,Esclainvillers,Ailly-sur-Noye
80,Esmery-Hallon,Ham
80,Essertaux,Conty
80,Estouilly,
80,Estr‚boeuf,Saint-Valery-sur-Somme
80,Estr‚es-Deni‚court,Chaulnes
80,Estr‚es-en-Chauss‚e,
80,Estr‚es-lŠs-Cr‚cy,Cr‚cy-en-Ponthieu
80,Estr‚es-sur-Noye,Boves
80,talon,Roye
80,telfay,Montdidier
80,terpigny,P‚ronne
80,tinehem,Bray-sur-Somme
80,toile,Picquigny
80,tr‚just,Oisemont
80,tricourt-Manancourt,Combles
80,Faloise,Ailly-sur-Noye
80,Falvy,Nesle
80,Famechon,Poix-de-Picardie
80,Faverolles,Montdidier
80,FaviŠres,Rue
80,Fay,Chaulnes
80,FerriŠres,Picquigny
80,Fescamps,Montdidier
80,FeuillŠres,P‚ronne
80,FeuquiŠres-en-Vimeu,Moyenneville
80,Fieffes,
80,Fienvillers,Bernaville
80,FigniŠres,Montdidier
80,Fins,Roisel
80,Flaucourt,P‚ronne
80,Flers,Combles
80,Flers-sur-Noye,Ailly-sur-Noye
80,Flesselles,Villers-Bocage
80,Fleury,Conty
80,Flixecourt,Picquigny
80,Fluy,Molliens-Dreuil
80,Folies,RosiŠres-en-Santerre
80,Folleville,Ailly-sur-Noye
80,Fonches-Fonchette,Roye
80,Fonchette,
80,Fontaine-le-Sec,Oisemont
80,Fontaine-lŠs-Cappy,Chaulnes
80,Fontaine-sous-Montdidier,Montdidier
80,Fontaine-sur-Maye,Cr‚cy-en-Ponthieu
80,Fontaine-sur-Somme,Hallencourt
80,Forceville,Acheux-en-Ami‚nois
80,Forceville-en-Vimeu,Oisemont
80,Forest-l'Abbaye,Nouvion
80,Forest-Montiers,Nouvion
80,Fort-Mahon-Plage,Rue
80,Fossemanant,Conty
80,Foucaucourt-en-Santerre,Chaulnes
80,Foucaucourt-Hors-Nesle,Oisemont
80,Fouencamps,Boves
80,Fouilloy,Corbie
80,Fouquescourt,RosiŠres-en-Santerre
80,Fourcigny,Poix-de-Picardie
80,Fourdrinoy,Picquigny
80,Framerville-Rainecourt,Chaulnes
80,Framicourt,Gamaches
80,FranciŠres,Ailly-le-Haut-Clocher
80,Franleu,Saint-Valery-sur-Somme
80,Franqueville,Domart-en-Ponthieu
80,Fransart,RosiŠres-en-Santerre
80,Fransu,Domart-en-Ponthieu
80,Fransures,Ailly-sur-Noye
80,Franvillers,Corbie
80,Fr‚chencourt,Villers-Bocage
80,Fr‚montiers,Conty
80,Fresnes-Mazancourt,Chaulnes
80,Fresnes-Tilloloy,Oisemont
80,Fresneville,Oisemont
80,Fresnoy-Andainville,Oisemont
80,Fresnoy-au-Val,Molliens-Dreuil
80,Fresnoy-en-Chauss‚e,Moreuil
80,Fresnoy-lŠs-Roye,Roye
80,Fressenneville,Friville-Escarbotin
80,Frettecuisse,Oisemont
80,Frettemeule,Gamaches
80,Frettemolle,
80,Friaucourt,Ault
80,Fricamps,Poix-de-Picardie
80,Fricourt,Albert
80,Frise,Bray-sur-Somme
80,Friville-Escarbotin,Friville-Escarbotin
80,Frohen-le-Grand,Bernaville
80,Frohen-le-Petit,Bernaville
80,Froyelles,Cr‚cy-en-Ponthieu
80,Frucourt,Hallencourt
80,Gamaches,Gamaches
80,Gapennes,Nouvion
80,Gauville,Poix-de-Picardie
80,Gentelles,Boves
80,G‚zaincourt,Doullens
80,Ginchy,Combles
80,Glisy,Boves
80,Gorenflos,Ailly-le-Haut-Clocher
80,Gorges,Bernaville
80,Gouy-l'H“pital,
80,Goyencourt,Roye
80,Grandcourt,Albert
80,Grand-Laviers,Abbeville-Nord
80,Gratibus,Montdidier
80,Grattepanche,Boves
80,Gr‚bault-Mesnil,Moyenneville
80,Gr‚court,Nesle
80,Grivesnes,Ailly-sur-Noye
80,Grivillers,Montdidier
80,Grouches-Luchuel,Doullens
80,Gruny,Roye
80,Gu‚micourt,
80,Guerbigny,Montdidier
80,Gueschart,Cr‚cy-en-Ponthieu
80,Gueudecourt,Combles
80,Guibermesnil,
80,Guignemicourt,Molliens-Dreuil
80,Guillaucourt,RosiŠres-en-Santerre
80,Guillemont,Combles
80,Guizancourt,Poix-de-Picardie
80,Guyencourt-sur-Noye,Boves
80,Guyencourt-Saulcourt,Roisel
80,Hailles,Boves
80,Hallencourt,Hallencourt
80,Hallivillers,Ailly-sur-Noye
80,Halloy-lŠs-Pernois,Domart-en-Ponthieu
80,Hallu,RosiŠres-en-Santerre
80,Ham,Ham
80,Hamel,Corbie
80,Hamelet,Corbie
80,Hancourt,Roisel
80,Hangard,Moreuil
80,Hangest-en-Santerre,Moreuil
80,Hangest-sur-Somme,Picquigny
80,HarbonniŠres,RosiŠres-en-Santerre
80,Hardecourt-aux-Bois,Combles
80,Hargicourt,Montdidier
80,Harponville,Acheux-en-Ami‚nois
80,Hattencourt,Roye
80,Hautvillers-Ouville,Nouvion
80,Havernas,Domart-en-Ponthieu
80,H‚b‚court,Boves
80,H‚dauville,Acheux-en-Ami‚nois
80,Heilly,Corbie
80,Hem-Hardinval,Doullens
80,Hem-Monacu,Combles
80,H‚nencourt,Corbie
80,Herb‚court,Bray-sur-Somme
80,H‚rissart,Acheux-en-Ami‚nois
80,Herleville,Chaulnes
80,Herly,Roye
80,Hervilly,Roisel
80,Hesb‚court,Roisel
80,Hescamps,Poix-de-Picardie
80,Heucourt-Croquoison,Oisemont
80,Heudicourt,Roisel
80,Heuzecourt,Bernaville
80,Hiermont,Cr‚cy-en-Ponthieu
80,Hocquincourt,
80,Hombleux,Nesle
80,Hornoy-le-Bourg,Hornoy-le-Bourg
80,Huchenneville,Moyenneville
80,Humbercourt,Doullens
80,Huppy,Hallencourt
80,Hyencourt-le-Grand,Chaulnes
80,Hyencourt-le-Petit,
80,Ignaucourt,Moreuil
80,Inval-Boiron,Oisemont
80,Irles,Albert
80,Jumel,Ailly-sur-Noye
80,LaboissiŠre-en-Santerre,Montdidier
80,LaboissiŠre-Saint-Martin,
80,Lachapelle,Poix-de-Picardie
80,Lafresguimont-Saint-Martin,Hornoy-le-Bourg
80,Lahaye-Saint-Romain,
80,Lahoussoye,Corbie
80,Laleu,Molliens-Dreuil
80,Lamaronde,Poix-de-Picardie
80,Lamotte-BrebiŠre,Corbie
80,Lamotte-Buleux,Nouvion
80,Lamotte-Warfus‚e,Corbie
80,LanchŠres,Saint-Valery-sur-Somme
80,Languevoisin-Quiquery,Nesle
80,Lanches-Saint-Hilaire,Domart-en-Ponthieu
80,Laucourt,Roye
80,Lavi‚ville,Albert
80,Lawarde-Mauger-l'Hortoy,Ailly-sur-Noye
80,L‚alvillers,Acheux-en-Ami‚nois
80,Leforest,
80,Lesboeufs,Combles
80,Liancourt-Fosse,Roye
80,Licourt,Nesle
80,Li‚ramont,Roisel
80,Liercourt,Hallencourt
80,Ligescourt,Cr‚cy-en-Ponthieu
80,LigniŠres,Montdidier
80,LigniŠres-Chƒtelain,Poix-de-Picardie
80,LigniŠres-en-Vimeu,Oisemont
80,Lihons,Chaulnes
80,Limeux,Hallencourt
80,Lincheux-Hallivillers,
80,Liomer,Hornoy-le-Bourg
80,Loeuilly,Conty
80,Long,Ailly-le-Haut-Clocher
80,Longavesnes,Roisel
80,Longpr‚-les-Corps-Saints,Hallencourt
80,Longueau,Amiens  4e  (Est)
80,Longueval,Combles
80,Longuevillette,Doullens
80,Longvillers,
80,Louvencourt,Acheux-en-Ami‚nois
80,Louvrechy,Ailly-sur-Noye
80,Lucheux,Doullens
80,Machiel,Rue
80,Machy,Rue
80,Mailly-Maillet,Acheux-en-Ami‚nois
80,Mailly-Raineval,Ailly-sur-Noye
80,MaisniŠres,Gamaches
80,Maison-Ponthieu,Cr‚cy-en-Ponthieu
80,Maison-Roland,Ailly-le-Haut-Clocher
80,Maizicourt,Bernaville
80,Malpart,Montdidier
80,Mametz,Albert
80,Manicourt,
80,Marcelcave,Corbie
80,March‚-Allouarde,Roye
80,March‚lepot,Nesle
80,Marcheville,
80,Marestmontiers,Montdidier
80,Mareuil-Caubert,Abbeville-Sud
80,Maricourt,Combles
80,Marieux,Acheux-en-Ami‚nois
80,Marlers,Poix-de-Picardie
80,Marquaix,Roisel
80,Marquivillers,Montdidier
80,Martainneville,Gamaches
80,Matigny,Ham
80,Maucourt,RosiŠres-en-Santerre
80,Maurepas,Combles
80,Mazis,Oisemont
80,M‚aulte,Albert
80,M‚haricourt,RosiŠres-en-Santerre
80,Meigneux,Poix-de-Picardie
80,Meillard,Bernaville
80,M‚neslies,Ault
80,M‚r‚aucourt,Poix-de-Picardie
80,M‚r‚lessart,Hallencourt
80,M‚ricourt-l'Abb‚,Bray-sur-Somme
80,M‚ricourt-en-Vimeu,Hornoy-le-Bourg
80,M‚ricourt-sur-Somme,Bray-sur-Somme
80,Mers-les-Bains,Ault
80,Merville-au-Bois,
80,Mesge,Picquigny
80,Mesnil-Bruntel,P‚ronne
80,Mesnil-Domqueur,Ailly-le-Haut-Clocher
80,Mesnil-en-Arrouaise,Combles
80,Mesnil-Eudin,
80,Mesnil-Martinsart,Albert
80,Mesnil-Saint-Georges,Montdidier
80,Mesnil-Saint-Nicaise,Nesle
80,M‚tigny,Molliens-Dreuil
80,M‚zerolles,Bernaville
80,M‚ziŠres-en-Santerre,Moreuil
80,Miannay,Moyenneville
80,Millencourt,Albert
80,Millencourt-en-Ponthieu,Nouvion
80,Miraumont,Albert
80,Mirvaux,Villers-Bocage
80,Misery,Nesle
80,Moislains,P‚ronne
80,Molliens-au-Bois,Villers-Bocage
80,Molliens-Dreuil,Molliens-Dreuil
80,Monchy-Lagache,Ham
80,Mons-Boubert,Saint-Valery-sur-Somme
80,Estr‚es-Mons,P‚ronne
80,Monsures,Conty
80,Montagne-Fayel,Molliens-Dreuil
80,Montauban-de-Picardie,Combles
80,Montdidier,Montdidier
80,Montigny-sur-l'Hallue,Villers-Bocage
80,Montigny-les-Jongleurs,Bernaville
80,Montmarquet,
80,Montonvillers,Villers-Bocage
80,Fieffes-Montrelet,Domart-en-Ponthieu
80,Mont-Saint-Quentin,
80,Morchain,Nesle
80,Morcourt,Bray-sur-Somme
80,Moreuil,Moreuil
80,Morisel,Moreuil
80,Morlancourt,Bray-sur-Somme
80,Morvillers-Saint-Saturnin,Poix-de-Picardie
80,Mouflers,Ailly-le-Haut-Clocher
80,MoufliŠres,Oisemont
80,Moyencourt,Roye
80,Moyencourt-lŠs-Poix,Poix-de-Picardie
80,Moyenneville,Moyenneville
80,Muille-Villette,Ham
80,Nampont,Rue
80,Namps-au-Mont,
80,Namps-Maisnil,Conty
80,Nampty,Conty
80,Naours,Domart-en-Ponthieu
80,Nesle,Nesle
80,Nesle-l'H“pital,Oisemont
80,Neslette,Oisemont
80,Neufmoulin,Abbeville-Nord
80,Neuilly-le-Dien,Cr‚cy-en-Ponthieu
80,Neuilly-l'H“pital,Nouvion
80,Neuville-au-Bois,Oisemont
80,Neuville-Coppegueule,Oisemont
80,Neuville-lŠs-Bray,Bray-sur-Somme
80,Neuville-lŠs-Loeuilly,Conty
80,Neuville-Sire-Bernard,Moreuil
80,Neuvillette,Doullens
80,Nibas,Friville-Escarbotin
80,Nouvion,Nouvion
80,Noyelles-en-Chauss‚e,Cr‚cy-en-Ponthieu
80,Noyelles-sur-Mer,Nouvion
80,Nurlu,P‚ronne
80,Occoches,Bernaville
80,Ochancourt,Friville-Escarbotin
80,Offignies,Poix-de-Picardie
80,Offoy,Ham
80,Oisemont,Oisemont
80,Oissy,Molliens-Dreuil
80,Omi‚court,Chaulnes
80,Oneux,Ailly-le-Haut-Clocher
80,Onvillers,
80,Oresmaux,Conty
80,Orival,
80,Oust-Marest,Ault
80,Outrebois,Bernaville
80,Ovillers-la-Boisselle,Albert
80,Pargny,Nesle
80,Parvillers-le-Quesnoy,RosiŠres-en-Santerre
80,Pend‚,Saint-Valery-sur-Somme
80,Pernois,Domart-en-Ponthieu
80,P‚ronne,P‚ronne
80,Pertain,Nesle
80,Picquigny,Picquigny
80,Piennes-Onvillers,Montdidier
80,Pierregot,Villers-Bocage
80,Pierrepont-sur-Avre,Moreuil
80,Pissy,Molliens-Dreuil
80,Plachy-Buyon,Conty
80,Plessier-Rozainvillers,Moreuil
80,Poeuilly,Roisel
80,Poix-de-Picardie,Poix-de-Picardie
80,Ponches-Estruval,Cr‚cy-en-Ponthieu
80,Pont-de-Metz,Amiens  7e  (Sud-Ouest)
80,Ponthoile,Nouvion
80,Pont-Noyelles,Villers-Bocage
80,Pont-Remy,Ailly-le-Haut-Clocher
80,Popincourt,
80,Port-le-Grand,Nouvion
80,Potte,Nesle
80,Poulainville,Amiens  8e  (Nord)
80,PoziŠres,Albert
80,Pressoir,
80,Prouville,Bernaville
80,Prouzel,Conty
80,Proyart,Chaulnes
80,Puchevillers,Acheux-en-Ami‚nois
80,Punchy,RosiŠres-en-Santerre
80,Puzeaux,Chaulnes
80,Pys,Albert
80,Quend,Rue
80,Querrieu,Villers-Bocage
80,Quesne,Hornoy-le-Bourg
80,Quesnel,Moreuil
80,Quesnoy,
80,Quesnoy-le-Montant,Moyenneville
80,Quesnoy-sur-Airaines,Molliens-Dreuil
80,Quevauvillers,Molliens-Dreuil
80,Quiry-le-Sec,Ailly-sur-Noye
80,QuiviŠres,Ham
80,Raincheval,Acheux-en-Ami‚nois
80,Rainecourt,
80,Rainneville,Villers-Bocage
80,Ramburelles,Gamaches
80,Rambures,Gamaches
80,Rancourt,Combles
80,RegniŠre-cluse,Rue
80,Remaisnil,Bernaville
80,Remaugies,Montdidier
80,Remiencourt,Boves
80,Rethonvillers,Roye
80,Revelles,Molliens-Dreuil
80,Ribeaucourt,Domart-en-Ponthieu
80,Ribemont-sur-Ancre,Corbie
80,Riencourt,Molliens-Dreuil
80,Rivery,Amiens  3e  (Nord-Est)
80,Rogy,Ailly-sur-Noye
80,Roiglise,Roye
80,Roisel,Roisel
80,Rollot,Montdidier
80,Ronssoy,Roisel
80,RosiŠres-en-Santerre,RosiŠres-en-Santerre
80,Rouvrel,Ailly-sur-Noye
80,Rouvroy-en-Santerre,RosiŠres-en-Santerre
80,Rouy-le-Grand,Nesle
80,Rouy-le-Petit,Nesle
80,Roye,Roye
80,Rubempr‚,Villers-Bocage
80,Rubescourt,Montdidier
80,Rue,Rue
80,Rumaisnil,
80,Rumigny,Boves
80,Saigneville,Saint-Valery-sur-Somme
80,Sailly-Flibeaucourt,Nouvion
80,Sailly-Laurette,Bray-sur-Somme
80,Sailly-le-Sec,Bray-sur-Somme
80,Sailly-Saillisel,Combles
80,Sains-en-Ami‚nois,Boves
80,Saint-Acheul,Bernaville
80,Saint-Aubin-Montenoy,Molliens-Dreuil
80,Saint-Aubin-RiviŠre,Oisemont
80,Saint-Blimont,Saint-Valery-sur-Somme
80,Saint-Christ-Briost,Nesle
80,Saint-Fuscien,Boves
80,Saint-Germain-sur-Bresle,Hornoy-le-Bourg
80,Saint-Gratien,Villers-Bocage
80,Saint-L‚ger-lŠs-Authie,Acheux-en-Ami‚nois
80,Saint-L‚ger-lŠs-Domart,Domart-en-Ponthieu
80,Saint-L‚ger-sur-Bresle,Oisemont
80,Saint-Mard,Roye
80,Saint-Maulvis,Oisemont
80,Saint-Maxent,Moyenneville
80,Saint-Ouen,Domart-en-Ponthieu
80,Saint-Pierre-…-Gouy,
80,Saint-Quentin-en-Tourmont,Rue
80,Saint-Quentin-la-Motte-Croix-au-Bailly,Ault
80,Sainte-Radegonde,
80,Saint-Riquier,Ailly-le-Haut-Clocher
80,Saint-Sauflieu,Boves
80,Saint-Sauveur,Amiens  2e  (Nord-Ouest)
80,Sainte-Segr‚e,Poix-de-Picardie
80,Saint-Sulpice,
80,Saint-Valery-sur-Somme,Saint-Valery-sur-Somme
80,Saint-Vaast-en-Chauss‚e,Villers-Bocage
80,Saisseval,Molliens-Dreuil
80,Saleux,Boves
80,Salou‰l,Boves
80,Sancourt,Ham
80,Saulchoy-sur-Davenescourt,
80,Saulchoy-sous-Poix,Poix-de-Picardie
80,Sauvillers-Mongival,Ailly-sur-Noye
80,Saveuse,Amiens  1er (Ouest)
80,Selincourt,
80,Senarpont,Oisemont
80,Senlis-le-Sec,Acheux-en-Ami‚nois
80,Sentelie,Conty
80,Seux,Molliens-Dreuil
80,Sorel-en-Vimeu,Hallencourt
80,Sorel,Roisel
80,Soues,Picquigny
80,Souplicourt,
80,Sourdon,Ailly-sur-Noye
80,Soy‚court,Chaulnes
80,Surcamps,Domart-en-Ponthieu
80,Suzanne,Bray-sur-Somme
80,Tailly,Molliens-Dreuil
80,Taisnil,
80,Talmas,Villers-Bocage
80,Templeux-la-Fosse,Roisel
80,Templeux-le-Gu‚rard,Roisel
80,Terramesnil,Doullens
80,Tertry,Ham
80,Thennes,Moreuil
80,Th‚zy-Glimont,Boves
80,Thiepval,Albert
80,Thieulloy-l'Abbaye,Hornoy-le-Bourg
80,Thieulloy-la-Ville,Poix-de-Picardie
80,ThiŠvres,Acheux-en-Ami‚nois
80,Thoix,Conty
80,Thory,Ailly-sur-Noye
80,Tilloloy,Roye
80,Tilloy-Floriville,Gamaches
80,Tilloy-lŠs-Conty,Conty
80,Tincourt-Boucly,Roisel
80,Titre,Nouvion
80,Toeufles,Moyenneville
80,Tours-en-Vimeu,Moyenneville
80,Toutencourt,Acheux-en-Ami‚nois
80,Translay,Gamaches
80,Tronchoy,
80,Treux,Bray-sur-Somme
80,Tully,Friville-Escarbotin
